County,State,Population,Income,State_Abbreviation
kewaunee county,wisconsin,20543,72328.0,wi
la crosse county,wisconsin,120433,62817.0,wi
lafayette county,wisconsin,16784,65009.0,wi
langlade county,wisconsin,19502,53313.0,wi
lincoln county,wisconsin,28541,61363.0,wi
manitowoc county,wisconsin,81505,61454.0,wi
marathon county,wisconsin,137648,67940.0,wi
marinette county,wisconsin,41875,55694.0,wi
marquette county,wisconsin,15792,55386.0,wi
menominee county,wisconsin,4289,54940.0,wi
milwaukee county,wisconsin,928059,54793.0,wi
monroe county,wisconsin,46193,63061.0,wi
oconto county,wisconsin,39356,68426.0,wi
oneida county,wisconsin,38259,62660.0,wi
outagamie county,wisconsin,191545,72695.0,wi
ozaukee county,wisconsin,92497,86915.0,wi
pepin county,wisconsin,7364,63015.0,wi
pierce county,wisconsin,42587,78341.0,wi
polk county,wisconsin,45431,67878.0,wi
portage county,wisconsin,70468,65550.0,wi
price county,wisconsin,14050,52052.0,wi
racine county,wisconsin,196896,67224.0,wi
richland county,wisconsin,17212,56089.0,wi
rock county,wisconsin,164381,65518.0,wi
rusk county,wisconsin,14123,51978.0,wi
st. croix county,wisconsin,95044,91320.0,wi
sauk county,wisconsin,65697,67702.0,wi
sawyer county,wisconsin,18295,53011.0,wi
shawano county,wisconsin,40859,59767.0,wi
sheboygan county,wisconsin,117747,65352.0,wi
taylor county,wisconsin,19923,56350.0,wi
trempealeau county,wisconsin,30724,64336.0,wi
vernon county,wisconsin,30915,57933.0,wi
vilas county,wisconsin,23520,56837.0,wi
walworth county,wisconsin,106799,69382.0,wi
washburn county,wisconsin,16752,54550.0,wi
washington county,wisconsin,137175,85574.0,wi
waukesha county,wisconsin,408756,94310.0,wi
waupaca county,wisconsin,51570,65070.0,wi
waushara county,wisconsin,24828,57224.0,wi
winnebago county,wisconsin,171623,63938.0,wi
wood county,wisconsin,74070,57996.0,wi
albany county,wyoming,37608,50733.0,wy
big horn county,wyoming,11632,56059.0,wy
campbell county,wyoming,46401,87547.0,wy
carbon county,wyoming,14649,62654.0,wy
converse county,wyoming,13672,73698.0,wy
crook county,wyoming,7315,67835.0,wy
fremont county,wyoming,39336,57887.0,wy
goshen county,wyoming,12537,58318.0,wy
hot springs county,wyoming,4597,60805.0,wy
johnson county,wyoming,8623,58020.0,wy
laramie county,wyoming,100863,71550.0,wy
lincoln county,wyoming,20153,74835.0,wy
natrona county,wyoming,79555,64100.0,wy
niobrara county,wyoming,2438,48688.0,wy
park county,wyoming,30108,62586.0,wy
platte county,wyoming,8699,59402.0,wy
sheridan county,wyoming,31646,62531.0,wy
sublette county,wyoming,8697,82342.0,wy
sweetwater county,wyoming,41614,76668.0,wy
teton county,wyoming,23575,94498.0,wy
uinta county,wyoming,20635,75106.0,wy
washakie county,wyoming,7705,62271.0,wy
weston county,wyoming,6745,65566.0,wy
