County,State_Abrev,Fully_Vaccinated,Boosters,FIPS_Code
dane county,wi,79.6,51.7,55025
bayfield county,wi,78.3,52.1,55007
calumet county,wi,53.5,48.3,55015
dunn county,wi,46.8,47.5,55033
brown county,wi,61.5,46.7,55009
wood county,wi,58.7,47.2,55141
st. croix county,wi,47.5,39.5,55109
portage county,wi,59.3,42.5,55097
walworth county,wi,51.1,41.6,55127
marinette county,wi,50.8,42.4,55075
burnett county,wi,54.1,46.3,55013
door county,wi,75,55.9,55029
green county,wi,61.5,52.6,55045
lafayette county,wi,57.7,47.4,55065
crawford county,wi,56,50.8,55023
sauk county,wi,60.6,48.2,55111
ashland county,wi,67.1,45.2,55003
barron county,wi,51.3,50.1,55005
fond du lac county,wi,52.7,43.4,55039
pierce county,wi,42,41.0,55093
vernon county,wi,53.1,53.2,55123
ozaukee county,wi,68.7,47.7,55089
monroe county,wi,50.9,43.5,55081
sawyer county,wi,57.6,49.0,55113
shawano county,wi,51,44.3,55115
rusk county,wi,39.2,47.3,55107
oconto county,wi,50.7,49.5,55083
polk county,wi,48.7,48.7,55095
marathon county,wi,57.1,43.2,55073
jackson county,wi,47.9,47.3,55053
winnebago county,wi,58.2,47.6,55139
iowa county,wi,66.4,51.3,55049
marquette county,wi,51.4,51.2,55077
menominee county,wi,76.4,32.4,55078
oneida county,wi,62.9,49.4,55085
la crosse county,wi,65.8,49.9,55063
washington county,wi,55,43.4,55131
green lake county,wi,53.1,51.3,55047
waukesha county,wi,66.8,45.5,55133
racine county,wi,57.2,41.8,55101
juneau county,wi,50.3,45.2,55057
adams county,wi,54.1,47.4,55001
taylor county,wi,33.9,45.6,55119
richland county,wi,56.3,53.1,55103
ritchie county,wv,47.6,35.9,54085
hampshire county,wv,44.1,31.8,54027
logan county,wv,54.8,28.1,54045
randolph county,wv,52.6,38.6,54083
pocahontas county,wv,51,45.9,54075
hardy county,wv,52.7,37.8,54031
preston county,wv,52.9,37.1,54077
braxton county,wv,43.2,40.6,54007
grant county,wv,42.8,37.7,54023
marion county,wv,54.7,41.8,54049
wayne county,wv,51.4,31.6,54099
kanawha county,wv,63.4,43.3,54039
pendleton county,wv,56.7,43.8,54071
upshur county,wv,48.6,41.0,54097
wyoming county,wv,51.1,31.7,54109
mason county,wv,47.3,34.0,54053
mcdowell county,wv,49.5,24.3,54047
tyler county,wv,40.8,40.4,54095
lincoln county,wv,48.9,35.9,54043
morgan county,wv,39.1,29.1,54065
ohio county,wv,64.2,42.4,54069
nicholas county,wv,50.6,45.2,54067
gilmer county,wv,58.3,37.2,54021
harrison county,wv,50.2,40.4,54033
barbour county,wv,47,41.4,54001
berkeley county,wv,51.6,27.8,54003
putnam county,wv,56,41.0,54079
hancock county,wv,64,38.7,54029
calhoun county,wv,32.9,31.4,54013
cabell county,wv,57.7,39.7,54011
summers county,wv,61.2,39.9,54089
lewis county,wv,55.6,41.5,54041
raleigh county,wv,52.1,34.2,54081
mingo county,wv,38.8,28.2,54059
jefferson county,wv,59.7,32.3,54037
taylor county,wv,45.9,40.1,54091
wetzel county,wv,55.6,41.5,54103
clay county,wv,53.4,42.1,54015
monroe county,wv,47.1,38.1,54063
marshall county,wv,43.5,41.6,54051
mercer county,wv,51,34.7,54055
doddridge county,wv,57.1,42.7,54017
roane county,wv,45.1,23.8,54087
pleasants county,wv,50.3,38.5,54073
tucker county,wv,58.7,40.7,54093
jackson county,wv,50.3,41.3,54035
boone county,wv,46.1,34.7,54005
fayette county,wv,53.6,36.2,54019
webster county,wv,45.6,40.4,54101
wirt county,wv,46,22.8,54105
brooke county,wv,48.2,38.9,54009
mineral county,wv,48.7,31.6,54057
wood county,wv,56.4,32.8,54107
monongalia county,wv,56.9,39.4,54061
greenbrier county,wv,53.3,41.0,54025
lincoln county,wy,39.8,35.3,56023
sheridan county,wy,48.9,40.7,56033
platte county,wy,39.2,41.1,56031
weston county,wy,34.5,39.6,56045
converse county,wy,31.7,36.4,56009
johnson county,wy,40.5,41.8,56019
albany county,wy,51.6,37.6,56001
washakie county,wy,40.3,43.0,56043
hot springs county,wy,46.2,47.5,56017
carbon county,wy,42.4,32.6,56007
fremont county,wy,60.8,33.6,56013
big horn county,wy,36,33.1,56003
campbell county,wy,27.9,28.2,56005
laramie county,wy,50.8,32.8,56021
uinta county,wy,46.2,33.2,56041
sweetwater county,wy,44.1,34.5,56037
teton county,wy,88.7,37.5,56039
park county,wy,44,43.5,56029
crook county,wy,28.3,37.5,56011
sublette county,wy,33.1,40.4,56035
goshen county,wy,37.4,42.0,56015
niobrara county,wy,30.1,35.8,56027
natrona county,wy,42.1,38.0,56025
